60|23|24|39|53|54|55|69|
61|04|14|41|42|50|64|70|
62|16|19|33|59|69|70|80|
63|13|17|29|45|48|56|62|
64|40|44|51|56|64|71|77|
65|11|14|28|36|59|72|79|
66|04|16|17|24|31|59|71|
67|13|20|21|32|70|74|79|
68|04|13|24|41|49|52|80|
69|05|08|10|38|55|71|78|
70|06|08|18|19|45|46|73|
71|03|08|09|27|28|52|78|
72|01|06|21|26|36|40|55|
73|03|07|39|42|48|57|75|
74|03|20|25|31|40|51|60|
75|06|12|22|50|52|59|72|
76|25|34|46|51|52|64|76|
77|19|20|23|44|49|57|64|
78|22|38|39|44|48|52|56|
79|02|08|37|39|46|52|80|
80|08|15|20|42|43|44|48|
81|06|07|12|15|66|68|80|
82|30|42|43|46|57|63|64|
83|11|25|28|48|52|62|78|
84|03|04|07|10|27|34|73|
85|09|17|21|36|50|64|67|
86|19|23|32|41|55|71|80|
87|11|21|25|34|37|55|72|
88|09|18|19|40|60|65|75|
89|04|08|10|41|62|72|73|
90|44|65|68|69|71|73|76|
91|05|12|17|25|52|57|76|
92|01|04|09|39|40|56|62|
93|04|08|17|30|46|47|60|
94|07|12|34|46|52|56|79|
95|13|30|34|36|67|73|74|
96|04|09|20|32|36|51|80|
97|04|15|38|40|45|60|66|
98|05|28|35|40|41|50|71|
99|05|12|28|52|60|63|66|
100|14|36|38|58|70|72|74|
101|01|46|59|60|63|76|80|
102|26|28|34|45|48|49|77|
103|03|07|16|21|42|71|80|
104|04|58|61|62|66|69|80|
105|02|03|10|17|51|52|75|
106|11|17|18|19|59|73|75|
107|06|09|13|38|46|58|80|
108|05|20|26|34|38|78|79|
109|08|10|12|15|51|66|68|
110|03|14|24|41|42|59|63|
111|01|02|08|13|31|67|69|
112|05|07|39|50|60|67|70|
113|04|17|24|39|69|75|77|
114|17|18|44|60|68|77|79|
115|03|20|35|49|54|55|72|
116|04|12|24|34|54|62|65|
117|10|33|40|51|61|76|79|
118|29|30|42|59|60|66|68|
119|11|19|28|41|44|56|72|
120|01|07|14|44|46|51|73|
121|08|31|35|43|47|67|76|
122|48|49|52|64|67|69|70|
123|03|17|37|54|56|60|61|
124|01|16|20|43|46|70|71|
125|05|19|25|41|56|69|72|
126|16|17|23|30|37|64|72|
127|01|09|19|35|48|78|79|
128|08|16|20|27|38|70|78|
129|08|10|22|28|55|69|70|
130|12|30|45|51|57|68|76|
131|04|11|24|39|40|41|42|
132|19|26|36|39|66|71|78|
133|04|14|20|26|52|62|66|
134|02|04|49|51|60|75|78|
135|08|09|23|49|55|58|62|
136|03|11|13|22|36|41|52|
137|15|26|32|50|58|70|71|
138|17|18|33|34|40|60|71|
139|01|11|27|31|35|44|61|
140|25|26|27|36|47|66|74|
141|21|26|47|55|62|63|72|
142|40|55|61|65|76|79|80|
143|01|04|05|26|60|61|62|
144|12|31|32|61|70|75|80|
145|02|35|55|65|67|74|75|
146|15|27|43|46|53|56|79|
147|12|49|61|69|70|76|78|
148|27|30|39|49|70|73|78|
149|13|15|29|46|61|62|63|
150|08|10|17|40|61|63|79|
151|01|41|45|47|62|65|79|
152|02|08|16|20|27|51|65|
153|03|10|15|20|46|57|80|
154|01|06|14|19|22|36|52|
155|21|23|28|48|55|67|71|
156|19|27|49|50|69|70|77|
157|26|29|54|63|67|73|78|
158|09|19|26|28|30|35|53|
159|02|12|28|29|56|70|76|
160|07|16|34|35|45|55|71|
161|47|52|55|56|59|70|80|
162|10|23|34|44|47|50|72|
163|22|23|27|51|62|77|80|
164|07|10|31|33|36|49|63|
165|13|31|39|45|62|67|80|
166|04|48|51|53|71|72|75|
167|08|10|24|29|30|40|59|
168|04|15|20|31|47|74|79|
169|12|23|24|39|51|63|66|
170|11|20|27|51|55|56|64|
171|09|23|26|35|55|64|71|
172|12|13|26|32|47|57|74|
173|06|10|34|59|68|70|74|
174|01|03|04|14|24|35|48|
175|05|13|30|32|59|66|67|
176|25|34|40|50|52|66|80|
177|12|25|30|34|59|62|80|
178|11|27|39|50|71|72|80|
179|01|38|51|60|63|68|69|
180|16|32|35|36|56|73|74|
181|06|15|32|33|54|63|80|
182|02|03|30|37|51|57|61|
183|16|24|32|36|39|51|71|
184|25|36|48|55|59|62|74|
185|07|26|41|45|50|59|62|
186|13|29|30|31|34|55|75|
187|07|11|30|61|76|77|80|
188|27|28|29|73|77|78|79|
189|12|17|20|27|31|35|53|
190|04|23|65|68|70|71|73|
191|24|27|33|34|41|42|79|
192|07|14|27|28|38|67|71|
193|13|14|27|31|45|68|75|
194|08|24|33|45|61|63|72|
195|08|13|21|40|52|53|62|
196|05|11|24|41|67|70|78|
197|04|11|16|24|55|66|79|
198|08|30|37|45|54|64|69|
199|16|17|46|47|56|57|60|
200|09|23|27|31|36|75|79|
201|03|27|30|37|40|50|78|
202|25|41|60|65|67|73|76|
203|08|19|61|65|67|73|77|
204|21|25|36|44|45|67|78|
205|18|21|29|33|35|41|66|
206|02|11|30|36|66|71|77|
207|19|39|55|57|59|61|67|
208|04|07|11|12|13|15|70|
209|10|33|47|54|67|73|77|
210|17|26|38|51|52|60|61|
211|05|23|26|32|36|39|56|
212|13|19|22|35|43|49|51|
213|06|12|14|23|28|35|52|
214|06|12|17|56|66|70|71|
215|01|04|17|42|48|50|78|
216|04|09|15|41|55|57|65|
217|04|13|21|31|48|57|72|
218|02|20|28|32|48|60|74|
219|19|35|42|45|54|60|65|
220|05|09|23|25|28|32|65|
221|06|34|38|44|59|74|79|
222|02|03|07|11|56|61|65|
223|05|10|18|55|56|59|72|
224|14|16|17|20|21|28|74|
225|02|26|30|37|45|47|61|
226|16|19|29|39|45|67|71|
227|03|27|34|44|62|63|75|
228|13|25|34|39|55|59|76|
229|10|11|24|26|36|47|51|
230|04|19|25|35|54|63|69|
231|17|18|30|41|50|55|62|
232|21|28|60|63|64|65|75|
233|11|16|32|41|56|68|78|
234|02|08|22|23|30|35|62|
235|11|36|43|48|60|66|72|
236|06|21|29|35|39|62|69|
237|10|11|29|34|40|47|78|
238|25|26|28|30|63|70|76|
239|05|08|15|37|43|58|74|
240|19|23|29|41|51|54|63|
241|04|10|16|18|25|30|55|
242|06|23|41|46|48|54|73|
243|01|15|40|47|49|52|77|
244|10|32|50|53|70|73|76|
245|25|34|39|41|69|77|79|
246|02|13|35|51|55|63|75|
247|11|13|34|39|61|62|66|
248|14|16|23|43|51|72|80|
249|09|16|22|27|31|61|72|
250|14|20|22|37|49|60|78|
251|01|16|39|59|65|75|80|
252|01|13|16|33|35|43|65|
253|17|35|39|41|48|67|73|
254|19|28|31|45|50|66|71|
255|03|10|14|26|31|51|75|
256|13|31|44|46|57|67|73|
257|13|41|47|48|58|61|80|
258|19|25|29|55|56|60|74|
259|13|15|30|47|54|73|75|
260|02|03|14|29|36|42|62|
261|01|04|21|24|32|49|74|
262|02|24|50|58|61|72|80|
263|03|13|16|25|38|61|71|
264|06|07|26|58|67|78|79|
265|15|34|36|37|44|56|78|
266|13|19|35|41|46|52|66|
267|05|15|16|32|59|61|71|
268|01|07|18|27|39|52|70|
269|40|56|59|65|68|73|79|
270|05|15|40|41|50|51|54|
271|26|47|50|56|67|74|77|
272|04|06|10|14|18|40|78|
273|11|48|52|58|60|66|70|
274|05|09|26|34|36|60|78|
275|08|18|24|41|57|58|75|
276|31|33|52|57|59|60|71|
277|03|07|22|23|47|60|67|
278|07|08|16|18|54|60|72|
279|06|18|34|49|65|74|75|
280|07|09|11|35|61|72|74|
281|05|22|23|40|46|48|80|
282|07|17|23|26|40|72|79|
283|11|18|28|36|40|66|69|
284|07|09|37|47|50|63|73|
285|08|11|25|26|47|67|71|
286|06|27|30|38|39|40|61|
287|01|18|22|26|36|50|55|
288|03|32|33|52|54|56|75|
289|04|21|37|45|47|58|64|
290|19|21|28|38|52|57|58|
291|10|21|22|39|47|57|64|
292|06|11|23|57|58|59|71|
293|18|21|33|34|46|51|69|
294|13|16|23|39|40|42|54|
295|10|11|13|16|26|31|48|
296|05|10|13|15|35|60|80|
297|15|17|20|31|34|37|42|
298|07|11|12|19|21|26|75|
299|03|04|12|30|68|71|72|
300|06|21|28|48|59|69|71|
301|13|26|27|41|57|65|71|
302|03|05|06|17|32|35|74|
303|10|24|48|50|52|55|80|
304|02|27|42|58|59|68|80|
305|24|31|32|35|41|49|75|
306|32|40|51|53|63|70|73|
307|05|13|49|61|65|72|80|
308|02|07|08|17|47|61|70|
309|02|09|16|24|33|38|67|
310|09|19|20|32|65|66|70|
311|03|12|21|29|33|56|69|
312|05|11|12|17|43|45|64|
313|19|33|42|52|58|71|73|
314|10|30|32|35|44|48|54|
315|04|06|51|52|58|60|63|
316|14|25|27|32|33|44|75|
317|06|21|40|60|65|70|72|
318|03|09|27|33|43|66|80|
319|18|21|22|31|55|60|70|
320|10|35|39|43|54|55|69|
321|16|24|46|60|66|71|76|
322|03|19|34|46|50|65|66|
323|06|24|25|31|34|41|46|
324|12|25|28|39|47|55|74|
325|02|03|31|57|67|68|70|
326|05|16|20|23|45|56|60|
327|09|12|13|35|59|63|64|
328|25|29|38|55|65|69|73|
329|21|61|63|67|71|73|79|
330|04|25|30|32|35|42|79|
331|05|11|16|41|47|57|71|
332|06|07|10|30|34|45|63|
333|05|16|25|45|60|64|65|
334|02|18|45|48|66|76|80|
335|20|26|32|33|36|58|76|
336|05|07|25|40|45|75|79|
337|24|37|40|41|54|57|71|
338|04|18|48|54|66|68|79|
339|07|20|33|41|45|49|50|
340|05|19|26|57|63|73|75|
341|12|27|31|33|43|60|71|
342|12|13|18|31|40|47|57|
343|03|06|14|46|47|57|80|
344|08|22|30|39|42|45|63|
345|04|22|25|32|40|54|76|
346|12|13|22|33|38|72|76|
