223|10|21|43|64|68|
224|18|41|58|62|73|
225|16|34|37|42|70|
226|17|24|50|56|66|
227|19|23|32|38|61|
228|12|23|50|52|55|
229|07|60|62|67|74|
230|14|27|41|68|78|
231|03|28|41|58|75|
232|27|34|35|42|62|
233|49|55|56|68|71|
234|27|29|34|64|73|
235|17|27|35|54|76|
236|14|26|51|55|64|
237|14|26|36|37|69|
238|25|27|55|61|69|
239|17|60|67|74|75|
240|30|35|49|51|69|
241|02|16|32|63|67|
242|22|34|36|42|62|
243|02|04|55|60|65|
244|05|08|31|32|41|
245|16|25|27|28|69|
246|22|61|63|66|80|
247|03|05|22|30|60|
248|05|50|56|60|62|
249|09|50|63|67|76|
250|43|51|75|79|80|
251|20|37|46|61|74|
252|08|14|43|65|76|
253|07|21|54|62|77|
254|21|38|52|60|66|
255|11|46|55|75|78|
256|04|06|18|40|74|
257|24|26|37|48|71|
258|03|35|39|63|69|
259|06|21|22|52|74|
260|16|19|21|23|32|
261|02|10|29|33|54|
262|13|61|65|67|79|
263|32|63|66|76|77|
264|23|25|29|52|55|
265|26|37|39|66|71|
266|21|28|51|65|69|
267|08|27|44|66|75|
268|39|51|57|75|76|
269|07|22|23|50|76|
270|14|21|33|34|45|
271|03|11|24|54|65|
272|03|14|22|32|41|
273|13|15|25|39|44|
274|15|52|55|62|79|
275|13|22|29|68|72|
276|13|17|23|49|71|
277|26|32|38|68|72|
278|51|21|58|10|05|
279|02|20|39|53|60|
280|16|18|46|56|80|
281|23|41|46|53|71|
282|20|48|50|75|76|
283|25|46|52|61|74|
284|09|23|56|64|73|
285|07|13|37|56|64|
286|02|18|64|67|77|
287|61|60|71|28|11|
288|02|13|27|78|80|
289|04|69|70|72|80|
290|05|06|55|70|73|
291|05|34|45|49|58|
292|04|42|67|74|75|
293|04|41|49|55|80|
294|17|20|43|68|74|
295|10|20|29|65|76|
296|01|21|50|55|68|
297|25|52|53|58|78|
298|06|17|31|40|66|
299|11|25|29|52|53|
300|08|19|20|28|34|
301|44|46|53|59|65|
302|07|30|51|52|69|
303|28|48|50|64|71|
304|03|22|42|71|79|
305|06|16|31|36|53|
306|09|28|34|40|42|
307|10|27|29|61|66|
308|13|14|16|21|69|
309|16|26|37|40|62|
310|01|14|49|71|74|
311|29|46|53|63|68|
312|06|29|36|44|68|
313|28|30|54|67|74|
314|07|10|18|57|74|
315|12|19|33|44|67|
316|27|28|50|65|76|
317|02|08|36|45|64|
318|22|26|34|39|40|
319|01|21|33|39|48|
320|03|04|07|14|39|
321|18|21|23|54|74|
322|10|25|33|43|68|
323|32|34|52|68|73|
324|42|56|61|76|79|
325|02|07|09|27|59|
326|05|06|12|50|61|
327|03|10|35|47|59|
328|17|23|52|70|71|
329|07|12|36|39|50|
330|06|07|09|36|45|
331|53|57|62|70|78|
332|24|25|34|50|65|
333|01|03|18|46|64|
334|15|20|23|78|79|
335|09|16|20|34|53|
336|42|54|55|70|74|
337|01|20|40|42|75|
338|03|07|10|23|43|
339|02|03|45|49|60|
340|04|06|35|64|65|
341|27|32|54|57|80|
342|01|09|51|59|74|
343|13|16|18|21|36|
344|04|27|44|61|71|
345|21|22|40|51|74|
346|14|35|53|64|77|
347|16|25|27|33|74|
348|14|22|24|59|72|
349|15|23|25|29|71|
350|06|18|42|56|72|
351|12|36|38|50|53|
352|02|28|51|53|77|
353|01|21|46|56|79|
354|16|37|03|32|50|
355|08|22|48|59|76|
356|18|54|35|50|37|
357|78|03|33|77|44|
358|29|42|11|72|63|
359|51|12|33|60|80|
360|11|49|46|60|71|
361|40|68|80|20|59|
362|69|17|73|50|76|
363|74|60|17|31|51|
364|32|25|62|30|03|
365|31|74|10|61|37|
366|07|59|32|10|54|
367|41|58|61|66|80|
368|46|58|43|11|06|
369|80|51|06|28|32|
370|26|14|75|27|12|
371|30|76|56|38|09|
372|55|12|76|49|01|
373|78|16|36|26|41|
374|56|71|27|45|44|
375|29|16|02|12|14|
376|47|68|01|71|17|
377|76|80|04|19|48|
378|16|05|40|34|73|
379|11|29|36|38|67|
380|48|28|01|07|73|
381|66|53|07|15|45|
382|17|04|62|19|51|
383|02|28|06|04|01|
384|58|50|36|75|55|
385|18|35|63|68|29|
386|44|17|18|25|15|
387|62|26|32|77|45|
388|77|69|17|36|67|
389|69|78|57|25|38|
390|35|30|76|48|19|
391|74|62|20|47|43|
392|56|11|17|48|26|
393|53|71|37|76|17|
394|01|06|70|65|38|
395|31|58|34|36|62|
396|73|37|23|69|21|
397|48|27|75|38|58|
398|11|74|17|12|57|
399|09|38|57|27|48|
400|65|70|59|56|71|
401|01|80|07|39|09|
402|77|66|57|72|38|
403|42|56|44|01|14|
404|67|04|52|08|59|
405|77|05|80|43|19|
406|40|03|77|61|35|
407|57|44|70|16|29|
408|40|14|28|04|05|
409|76|26|74|03|63|
410|47|17|08|07|55|
411|12|65|78|52|09|
412|77|44|66|01|20|
413|24|57|40|62|52|
414|20|02|55|12|47|
415|15|26|51|65|58|
416|52|53|78|47|71|
417|40|25|48|11|73|
418|76|39|34|47|75|
419|23|37|21|50|55|
420|72|46|38|44|80|
421|24|52|76|56|41|
422|62|44|54|64|37|
423|56|75|48|39|17|
424|05|28|31|22|06|
425|48|44|21|28|01|
426|67|13|26|54|05|
427|30|67|15|24|57|
428|80|27|20|05|70|
429|39|41|51|02|73|
430|57|74|79|19|52|
431|35|58|57|50|06|
432|33|27|37|53|60|
433|38|22|53|20|45|
434|30|40|36|39|23|
435|35|65|34|30|20|
436|43|79|38|44|31|
437|49|15|31|52|30|
438|79|48|27|12|46|
439|58|10|64|52|21|
440|79|66|64|70|35|
441|76|60|13|33|75|
442|02|70|52|77|53|
443|67|50|66|70|03|
444|32|60|69|13|53|
445|39|46|38|76|08|
446|23|42|50|61|80|
447|44|14|43|12|16|
448|76|34|12|25|27|
449|34|19|73|54|13|
450|13|49|48|35|53|
451|61|32|48|54|21|
452|54|51|61|60|12|
453|74|18|75|44|66|
454|19|40|30|60|75|
455|49|07|52|73|16|
456|80|47|70|74|18|
457|31|13|49|56|01|
458|73|29|62|21|40|
459|19|49|33|30|08|
460|61|68|67|52|15|
461|09|51|65|48|80|
462|12|50|79|30|44|
463|67|33|53|05|43|
464|18|09|29|69|80|
465|37|78|10|41|47|
466|04|31|18|08|19|
467|60|31|79|35|19|
468|77|49|09|57|06|
469|65|10|59|79|07|
470|45|18|70|30|28|
471|21|18|54|32|38|
472|67|69|24|57|77|
473|57|49|30|56|74|
474|22|77|27|12|28|
475|53|32|03|37|11|
476|16|49|56|12|67|
477|38|04|27|18|47|
478|63|14|08|28|64|
479|15|63|10|17|67|
480|33|31|68|80|48|
481|72|56|45|25|22|
482|26|03|62|38|05|
483|19|55|52|25|20|
484|27|37|56|66|68|
485|03|52|11|56|59|
486|14|53|67|25|32|
487|40|55|70|64|16|
488|63|53|03|56|24|
489|74|41|36|38|01|
490|29|07|17|42|43|
491|10|03|64|21|14|
492|02|43|28|64|44|
493|07|11|47|10|39|
494|65|38|70|27|44|
495|38|25|06|33|23|
496|28|39|09|11|47|
497|29|13|48|06|76|
498|68|20|14|39|03|
499|05|51|73|09|50|
500|71|38|09|18|73|
501|61|63|24|32|51|
502|11|45|35|64|50|
503|23|54|73|02|18|
504|66|79|07|26|03|
505|09|52|75|30|59|
506|16|73|64|29|62|
507|01|68|73|26|64|
508|41|07|53|22|28|
509|15|73|05|25|14|
510|58|72|18|05|04|
511|34|15|07|52|19|
512|66|71|56|06|40|
513|31|15|63|56|27|
514|69|09|01|78|27|
515|33|75|34|06|21|
516|72|47|05|63|54|
517|03|46|60|14|22|
518|22|28|06|71|45|
519|03|76|40|36|52|
520|30|43|04|28|12|
521|72|79|52|26|74|
522|03|01|27|02|65|
523|80|59|09|62|52|
524|03|16|32|05|38|
525|64|72|16|58|38|
526|07|36|57|67|08|
527|25|45|44|02|65|
528|01|79|50|61|09|
529|07|36|26|10|35|
530|24|26|07|28|72|
531|35|56|63|11|77|
532|22|63|25|30|57|
533|47|13|05|63|39|
534|72|43|07|59|53|
535|03|23|74|73|51|
536|03|48|59|09|79|
537|64|53|04|22|49|
538|29|34|66|25|59|
539|78|63|19|75|42|
540|04|08|32|20|15|
541|21|13|06|18|80|
542|40|54|33|25|71|
543|43|19|07|36|74|
544|53|47|40|09|48|
545|20|76|44|06|48|
546|52|32|72|45|01|
547|27|56|30|16|02|
548|20|80|46|49|14|
549|70|33|53|19|50|
550|67|53|51|12|28|
551|57|37|65|35|14|
552|15|56|44|08|16|
553|78|16|27|12|28|
554|80|35|04|09|20|
555|47|30|54|19|55|
556|59|69|15|46|55|
557|48|10|36|77|71|
558|27|61|45|46|75|
559|62|41|06|07|39|
560|58|75|22|17|39|
561|03|25|39|21|17|
562|15|56|58|30|43|
563|80|46|62|76|57|
564|46|42|31|56|07|
565|40|51|37|74|64|
566|21|23|52|29|07|
567|29|03|69|79|65|
568|48|49|15|13|80|
569|76|75|35|49|56|
570|40|20|03|60|57|
571|22|44|45|35|19|
572|05|14|24|25|01|
573|10|31|54|25|32|
574|75|68|12|44|19|
575|16|62|55|03|36|
576|59|45|18|52|28|
577|06|45|17|23|05|
578|07|11|34|74|47|
579|23|05|61|50|47|
580|18|04|27|56|17|
581|30|54|66|21|72|
582|59|16|32|23|11|
583|57|35|39|10|70|
584|20|53|70|18|09|
585|10|37|63|29|07|
586|31|19|42|22|12|
587|59|74|44|05|79|
588|75|49|74|33|06|
589|31|53|20|28|15|
590|47|30|22|18|52|
591|20|48|28|14|43|
592|63|51|10|34|17|
593|14|09|79|41|32|
594|73|14|37|33|08|
595|40|32|08|23|44|
596|61|75|03|17|29|
597|74|41|69|24|33|
598|65|18|13|71|39|
599|51|37|32|22|47|
600|51|16|41|54|34|
601|78|38|52|62|09|
602|42|52|01|22|33|
603|21|33|55|37|25|
604|23|07|46|63|67|
605|37|32|69|44|19|
606|43|02|40|23|66|
607|33|01|46|21|76|
608|38|64|12|79|32|
609|63|76|58|28|49|
610|78|49|25|76|70|
611|04|31|38|47|78|
612|23|63|45|26|22|
613|01|70|79|21|28|
614|16|57|42|22|51|
615|67|11|23|01|53|
616|17|73|58|07|40|
617|50|08|14|10|11|
618|68|64|35|54|49|
619|33|25|79|11|01|
620|24|18|10|40|17|
621|33|25|09|68|53|
622|40|34|46|17|01|
623|50|33|26|79|44|
624|67|45|44|49|46|
625|32|69|42|13|59|
626|07|38|33|58|76|
627|44|70|49|31|80|
628|52|60|46|56|65|
629|26|64|34|42|78|
630|59|45|56|61|07|
631|53|29|61|58|68|
632|17|48|21|20|42|
633|61|66|08|59|20|
634|50|73|71|60|34|
635|25|50|36|01|62|
636|40|57|43|32|11|
637|09|15|67|23|41|
638|64|51|69|07|49|
639|17|77|55|62|35|
640|72|39|14|05|57|
641|65|63|76|56|15|
642|36|60|20|10|58|
643|41|02|09|53|60|
644|27|34|49|28|12|
645|22|02|25|15|74|
646|36|63|03|08|44|
647|43|59|19|52|74|
648|72|24|39|60|31|
649|71|29|78|38|73|
650|52|11|23|33|70|
651|73|40|23|72|27|
652|76|27|03|47|66|
653|46|08|10|07|45|
654|48|55|68|03|13|
655|21|31|40|11|41|
656|58|67|12|40|27|
657|79|70|62|41|80|
658|03|69|25|60|44|
659|64|49|09|24|39|
660|45|73|53|70|42|
661|62|74|29|33|12|
662|22|19|40|73|07|
663|69|36|34|70|51|
664|10|12|37|38|65|
665|28|77|08|70|78|
666|64|50|27|16|15|
667|63|55|44|34|60|
668|04|11|51|38|39|
669|31|61|02|16|55|
670|30|76|34|08|18|
671|77|63|65|12|74|
672|62|57|10|53|49|
673|31|25|79|48|12|
674|50|06|56|02|80|
675|58|79|14|70|37|
676|19|48|66|50|17|
677|09|38|20|31|04|
678|38|40|13|64|71|
679|33|26|58|77|48|
680|36|63|50|35|71|
681|53|15|66|24|65|
682|51|79|40|59|33|
683|25|70|37|24|35|
684|73|76|53|09|44|
685|52|04|71|46|30|
686|76|61|18|49|46|
687|58|78|33|69|64|
688|16|37|71|06|52|
689|01|73|17|13|25|
690|56|39|13|33|26|
691|44|41|47|63|69|
692|66|02|22|14|35|
693|69|24|37|16|41|
694|44|51|61|63|17|
695|29|24|43|13|38|
696|63|43|69|65|28|
697|66|19|31|28|53|
698|19|02|01|10|60|
699|51|25|75|08|58|
700|25|59|02|42|36|
701|79|80|57|21|65|
702|09|54|19|40|73|
703|23|57|78|55|03|
704|60|15|42|27|63|
705|36|54|51|67|37|
706|27|33|56|57|73|
707|52|80|01|53|57|
708|12|62|05|08|11|
709|53|05|26|51|39|
710|70|31|39|28|34|
711|60|14|54|32|13|
712|41|18|67|62|12|
713|38|39|23|07|12|
714|71|75|13|48|73|
715|23|49|38|32|74|
716|08|71|54|43|49|
717|16|49|23|40|13|
718|37|70|32|46|22|
719|68|43|01|07|14|
720|47|32|78|05|34|
721|49|70|72|09|24|
722|14|65|71|05|73|
723|77|12|20|69|64|
724|45|08|63|47|42|
725|43|59|02|60|56|
726|18|79|78|31|14|
727|46|45|51|04|02|
728|61|03|43|19|34|
729|71|25|61|54|38|
730|08|11|48|61|25|
731|03|09|69|53|42|
732|62|28|10|07|78|
733|76|73|32|16|59|
734|65|07|08|13|49|
735|57|59|77|29|79|
736|43|14|17|44|57|
737|64|68|22|44|43|
738|79|18|33|56|02|
739|01|74|80|04|59|
740|36|58|04|75|11|
741|79|10|40|55|22|
742|62|15|72|65|52|
743|43|80|11|70|77|
744|67|04|19|79|58|
745|24|37|54|49|57|
746|39|40|35|71|42|
747|45|38|16|71|32|
748|64|27|67|45|43|
749|34|18|40|55|37|
750|63|56|08|37|58|
751|38|41|19|78|53|
752|18|37|06|57|34|
753|34|54|19|61|63|
754|26|29|22|47|60|
755|38|50|61|11|80|
756|39|15|67|73|30|
757|44|72|66|29|05|
758|60|17|14|69|64|
759|04|63|21|56|67|
760|32|61|09|64|75|
761|22|43|08|25|46|
762|12|52|18|75|63|
763|26|70|18|47|25|
764|09|38|04|33|28|
765|31|28|69|17|30|
766|59|55|19|74|15|
767|49|15|61|46|64|
768|01|60|23|31|41|
769|60|28|34|08|65|
770|76|71|26|64|69|
771|31|52|76|63|13|
772|07|18|13|24|08|
773|24|21|73|38|79|
774|68|22|72|18|61|
775|54|42|61|11|02|
776|29|61|14|60|62|
777|63|65|35|18|48|
778|33|65|71|39|66|
779|14|11|24|20|70|
780|24|30|41|58|31|
781|50|02|17|70|61|
782|54|07|53|40|77|
783|49|14|73|10|48|
784|66|77|30|60|07|
785|75|55|56|28|41|
786|56|72|80|26|16|
787|13|15|77|25|42|
788|31|44|25|03|64|
789|80|31|25|66|53|
790|07|06|52|78|31|
791|69|38|50|66|06|
792|34|14|04|07|73|
793|31|09|01|14|70|
794|61|46|37|19|14|
795|58|54|79|02|76|
796|39|38|48|15|79|
797|34|55|18|11|39|
798|12|27|69|52|57|
799|12|80|29|67|44|
800|13|44|66|28|45|
801|45|66|79|33|25|
802|28|03|25|70|51|
803|52|29|32|42|59|
804|38|46|26|74|08|
805|71|22|13|41|42|
806|36|68|61|39|42|
807|16|61|05|24|65|
808|38|31|37|67|49|
809|61|77|65|80|31|
810|21|12|77|13|53|
811|02|59|53|51|42|
812|43|11|73|18|72|
813|07|71|74|65|23|
814|09|19|28|46|76|
815|34|32|48|65|18|
816|02|62|60|11|42|
817|35|42|19|65|54|
818|43|11|32|58|61|
819|31|76|07|78|11|
820|53|62|07|74|48|
821|09|18|75|30|54|
822|34|49|25|30|66|
823|80|38|32|43|11|
824|73|25|55|26|53|
825|76|09|74|10|67|
826|41|46|34|68|39|
827|25|43|35|48|01|
828|75|77|07|68|72|
829|27|58|41|59|35|
830|69|10|45|27|71|
831|25|37|27|16|01|
832|29|28|06|50|39|
833|70|46|05|47|13|
834|75|59|69|43|77|
835|16|77|41|67|11|
836|41|18|30|69|07|
837|06|70|43|65|23|
838|77|21|80|76|39|
839|69|62|46|70|50|
840|55|56|02|12|35|
841|23|59|12|43|32|
842|08|75|59|72|50|
843|40|15|71|72|20|
844|47|78|56|77|23|
845|63|16|08|70|28|
846|62|56|41|34|38|
847|30|78|71|47|41|
848|60|15|57|33|40|
849|71|80|07|44|26|
850|43|29|26|34|79|
851|39|55|15|41|01|
852|67|75|54|05|57|
853|14|80|67|36|42|
854|13|04|63|30|49|
855|38|66|56|64|03|
856|75|38|06|41|80|
857|74|77|07|66|11|
858|62|75|11|16|20|
859|49|06|75|01|09|
860|47|59|23|46|08|
861|04|14|45|41|10|
862|12|14|26|68|66|
863|19|79|15|18|70|
864|07|34|60|61|66|
865|19|62|39|30|04|
866|41|61|25|09|40|
867|42|66|58|04|20|
868|55|34|24|09|52|
869|68|75|59|72|30|
870|15|69|17|44|52|
871|56|32|73|49|19|
872|54|58|46|59|70|
873|24|48|77|57|10|
874|39|16|38|44|71|
875|52|06|39|31|46|
876|70|55|29|09|35|
877|54|39|51|38|31|
878|13|69|11|24|64|
879|35|19|49|27|78|
880|38|41|32|11|14|
881|03|09|54|56|61|
882|13|39|02|05|55|
883|76|02|74|38|77|
884|28|46|44|54|19|
885|03|13|45|37|05|
886|37|44|59|24|40|
887|35|27|40|05|28|
888|31|79|18|22|45|
889|47|76|15|31|36|
890|03|21|41|67|07|
891|18|46|47|04|13|
892|20|14|75|34|73|
893|79|13|07|66|05|
894|10|50|38|36|13|
895|58|49|34|16|59|
896|62|51|77|26|14|
897|56|70|30|72|39|
898|08|59|39|77|78|
899|28|26|55|17|36|
900|52|49|74|56|41|
901|41|24|60|51|73|
902|78|34|33|14|55|
903|08|22|52|28|58|
904|42|51|57|64|49|
905|49|61|55|42|69|
906|19|33|39|20|22|
907|29|50|74|24|32|
908|50|09|73|23|01|
909|08|16|79|37|64|
910|31|19|55|45|07|
911|18|25|57|04|74|
912|04|70|23|45|14|
913|11|25|50|67|07|
914|67|76|11|32|55|
915|61|07|19|27|13|
916|68|52|46|50|12|
917|55|47|10|06|28|
918|78|65|33|36|49|
919|72|13|77|08|40|
920|36|13|05|69|14|
921|75|09|04|64|74|
922|62|01|20|24|12|
923|02|52|39|16|36|
924|56|49|79|36|18|
925|30|78|15|61|02|
926|73|79|50|40|46|
927|15|54|48|70|38|
928|28|03|22|35|45|
929|28|69|05|55|52|
930|61|47|32|41|77|
931|20|31|79|61|76|
932|59|73|45|78|02|
933|06|70|79|51|27|
934|21|46|69|02|44|
935|14|29|63|65|41|
936|40|46|51|78|36|
937|59|50|79|32|77|
938|07|77|61|53|34|
939|61|01|15|48|33|
940|46|40|72|73|59|
941|50|41|59|68|45|
942|26|35|73|71|80|
943|45|42|64|20|49|
944|50|63|67|29|40|
945|39|10|55|49|23|
946|06|79|28|19|44|
947|79|37|16|23|24|
948|34|71|41|21|75|
949|45|20|52|74|57|
950|16|11|22|14|03|
951|43|21|05|58|74|
952|36|37|19|17|14|
953|18|02|05|45|70|
954|66|56|33|67|51|
955|44|73|75|76|22|
956|48|15|25|49|23|
957|20|72|40|38|32|
958|36|61|48|62|79|
959|07|47|61|54|11|
960|80|25|50|16|49|
961|31|51|56|69|13|
962|74|25|47|22|51|
963|28|71|55|80|45|
964|53|38|57|36|28|
965|39|71|59|10|43|
966|30|34|08|44|37|
967|64|19|53|49|09|
968|17|51|37|55|61|
969|53|43|11|06|41|
970|50|03|65|70|31|
971|75|32|17|78|53|
972|35|56|17|38|28|
973|06|52|42|19|34|
974|61|22|42|64|72|
975|16|44|58|64|02|
976|18|27|46|71|61|
977|54|27|69|53|36|
978|12|39|04|24|69|
979|55|59|41|04|48|
980|46|51|57|27|67|
981|74|56|16|18|31|
982|61|16|32|24|33|
983|31|37|26|49|01|
984|34|47|04|03|65|
985|70|44|36|19|60|
986|64|30|03|17|52|
987|27|46|59|54|06|
988|12|19|72|56|76|
989|02|69|61|03|22|
990|14|64|03|73|12|
991|05|54|64|52|01|
992|54|17|20|78|05|
993|58|40|66|48|16|
994|36|35|02|53|59|
995|80|25|32|68|27|
996|01|06|31|49|21|
997|03|19|13|43|09|
998|36|15|03|47|43|
999|49|46|12|44|03|
1000|14|69|34|23|54|
1001|63|39|47|54|03|
1002|56|39|30|76|16|
1003|52|26|79|28|58|
1004|67|51|49|17|32|
1005|59|38|42|02|44|
1006|11|73|59|25|36|
1007|41|70|52|17|20|
1008|35|13|10|74|12|
1009|75|18|55|43|08|
1010|77|21|22|13|65|
1011|68|03|58|15|37|
1012|41|56|78|17|18|
1013|17|26|24|69|18|
1014|38|64|32|31|42|
1015|64|56|80|01|16|
1016|53|35|68|58|03|
1017|24|26|40|55|42|
1018|20|45|69|80|59|
1019|11|22|72|39|10|
1020|52|06|25|27|37|
1021|32|80|04|02|53|
1022|76|46|14|51|39|
1023|34|49|38|70|19|
1024|70|35|20|13|18|
1025|50|21|16|32|06|
1026|21|45|10|75|06|
1027|64|48|50|38|30|
1028|02|07|29|30|06|
1029|18|50|51|34|40|
1030|47|49|04|69|24|
1031|80|29|39|56|22|
1032|47|14|02|17|29|
1033|41|56|30|10|69|
1034|43|20|24|13|42|
1035|09|72|41|70|16|
1036|71|05|50|29|36|
1037|73|64|68|05|31|
1038|19|49|73|40|79|
1039|51|25|63|14|28|
1040|11|48|22|07|63|
1041|53|25|10|67|61|
1042|70|47|45|31|22|
1043|28|12|80|78|73|
1044|25|70|10|31|12|
1045|67|25|02|07|30|
1046|23|40|55|32|46|
1047|56|65|72|29|68|
1048|69|77|10|32|44|
1049|29|80|37|26|75|
1050|22|53|36|59|54|
1051|02|44|49|42|63|
1052|54|12|04|26|62|
1053|71|36|35|40|25|
1054|56|73|10|52|66|
1055|29|19|30|73|16|
1056|41|12|09|46|34|
1057|13|09|48|69|14|
1058|08|39|68|51|57|
1059|16|43|17|63|11|
1060|53|26|40|42|76|
1061|28|34|41|53|33|
1062|55|39|70|51|46|
1063|53|59|05|18|28|
1064|10|43|35|62|18|
1065|04|08|27|46|06|
1066|66|73|80|44|37|
1067|78|42|35|11|80|
1068|57|13|37|47|40|
1069|73|47|43|28|53|
1070|59|29|56|03|26|
1071|13|48|73|78|50|
